fl_date,mkt_carrier,mkt_carrier_fl_num,origin,dest,predicted_delays
2020-01-05,WN,2758,BNA,TPA,6.927619372716585
2020-01-05,WN,3122,BNA,TPA,6.927619372716585
2020-01-05,WN,5047,BNA,TPA,6.927619372716585
2020-01-05,WN,4942,BOI,DEN,6.858925178595339
2020-01-05,WN,3362,BOI,GEG,7.531014321078876
2020-01-05,WN,2712,BOI,LAS,7.100283157940256
2020-01-05,WN,3424,BOI,LAS,7.100283157940256
2020-01-05,WN,3860,BOI,OAK,7.113279356828059
2020-01-05,WN,5812,BOI,OAK,7.113279356828059
2020-01-05,WN,4468,BOI,PHX,6.699257592259471
2020-01-05,WN,4747,BOI,SAN,6.673265194483864
2020-01-05,WN,5365,BOI,SJC,7.092856758575797
2020-01-05,WN,5915,BOI,SMF,7.252524344911665
2020-01-05,WN,3540,BOS,AUS,4.9113519452659755
2020-01-05,WN,2636,BOS,BNA,6.314941425148719
2020-01-05,WN,3880,BOS,BNA,6.314941425148719
2020-01-05,WN,3937,BOS,BNA,6.314941425148719
2020-01-05,WN,1299,BOS,BWI,7.378773134107467
2020-01-05,WN,3434,BOS,BWI,7.378773134107467
2020-01-05,WN,4173,BOS,BWI,7.378773134107467
2020-01-05,WN,4244,BOS,BWI,7.378773134107467
2020-01-05,WN,4398,BOS,BWI,7.378773134107467
2020-01-05,WN,4629,BOS,BWI,7.378773134107467
2020-01-05,WN,5007,BOS,BWI,7.378773134107467
2020-01-05,WN,2626,BWI,SAN,3.8029618401204743
2020-01-05,WN,3368,BWI,SAN,3.8029618401204743
2020-01-05,WN,4294,BWI,SAN,3.8029618401204743
2020-01-05,WN,3506,BWI,SAT,5.451622499030365
2020-01-05,WN,4686,BWI,SAT,5.451622499030365
2020-01-05,WN,5184,BWI,SDF,7.144841554127009
2020-01-05,WN,6564,BWI,SDF,7.144841554127009
2020-01-05,WN,6745,BWI,SDF,7.144841554127009
2020-01-05,WN,2767,BWI,SEA,3.7286978464758853
2020-01-05,WN,5502,BWI,SJC,3.5356114629999515
2020-01-05,WN,1666,BWI,SJU,5.1582797241342355
2020-01-05,WN,2534,BWI,SJU,5.1582797241342355
2020-01-05,WN,5599,BWI,SLC,4.601299771799813
2020-01-05,WN,623,BWI,SMF,3.617301856009001
2020-01-05,WN,2822,BWI,STL,6.693687792736126
2020-01-05,WN,2875,BWI,STL,6.693687792736126
2020-01-05,WN,3317,BWI,STL,6.693687792736126
2020-01-05,WN,5119,BWI,STL,6.693687792736126
2020-01-05,WN,533,BWI,TPA,6.500601409260193
2020-01-05,WN,1077,BWI,TPA,6.500601409260193
2020-01-05,WN,1282,BWI,TPA,6.500601409260193
2020-01-05,WN,2984,BWI,TPA,6.500601409260193
2020-01-05,WN,4396,BWI,TPA,6.500601409260193
2020-01-05,WN,4415,BWI,TPA,6.500601409260193
2020-01-05,WN,4589,BWI,TPA,6.500601409260193
2020-01-05,WN,944,CHS,BNA,7.2488111452294355
2020-01-05,WN,6365,CHS,BNA,7.2488111452294355
2020-01-05,WN,3143,CHS,BWI,7.187543350472648
2020-01-05,WN,3227,CHS,BWI,7.187543350472648
2020-01-05,WN,5086,CHS,BWI,7.187543350472648
2020-01-05,WN,5184,CHS,BWI,7.187543350472648
2020-01-05,WN,4573,CHS,DAL,6.249960430709704
2020-01-05,WN,767,CHS,DEN,5.373645305703546
2020-01-05,WN,3496,CHS,HOU,6.340933822924326
2020-01-05,WN,724,CHS,MDW,6.680691593848323
2020-01-05,WN,3234,CHS,MDW,6.680691593848323
2020-01-05,WN,3766,CLE,ATL,7.035302163501239
2020-01-05,WN,4194,CLE,ATL,7.035302163501239
2020-01-05,WN,3438,CLE,BNA,7.232101746659403
2020-01-05,WN,4758,CLE,BNA,7.232101746659403
2020-01-05,WN,3851,CLE,BWI,7.480886125368778
2020-01-05,WN,3883,CLE,BWI,7.480886125368778
2020-01-05,WN,3604,DTW,DEN,5.978896853906951
2020-01-05,WN,5959,DTW,MDW,7.640553711704646
2020-01-05,WN,6414,DTW,MDW,7.640553711704646
2020-01-05,WN,6566,DTW,MDW,7.640553711704646
2020-01-05,WN,130,DTW,STL,7.24695454538832
2020-01-05,WN,6299,DTW,STL,7.24695454538832
2020-01-05,WN,3428,ECP,BNA,7.319361939191795
2020-01-05,WN,6690,ECP,BNA,7.319361939191795
2020-01-05,WN,4731,ECP,DAL,6.81251018256747
2020-01-05,WN,4683,ECP,HOU,7.003739966202289
2020-01-05,WN,2823,ELP,AUS,7.083573759370223
2020-01-05,WN,4190,ELP,AUS,7.083573759370223
2020-01-05,WN,5814,ELP,AUS,7.083573759370223
2020-01-05,WN,1917,ELP,DAL,7.020449364772322
2020-01-05,WN,2944,ELP,DAL,7.020449364772322
2020-01-05,WN,3474,ELP,DAL,7.020449364772322
2020-01-05,WN,4041,ELP,DAL,7.020449364772322
2020-01-05,WN,5295,ELP,DAL,7.020449364772322
2020-01-05,WN,3496,ELP,DEN,7.018592764931206
2020-01-05,WN,847,ELP,HOU,6.806940383044125
2020-01-05,WN,6399,ELP,HOU,6.806940383044125
2020-01-05,WN,3250,ELP,LAS,6.981460768108912
2020-01-05,WN,4820,ELP,LAS,6.981460768108912
2020-01-05,WN,5654,ELP,LAS,6.981460768108912
2020-01-05,WN,3429,ELP,LAX,6.7363895890817655
2020-01-05,WN,6044,ELP,LAX,6.7363895890817655
2020-01-05,WN,651,ELP,PHX,7.419618330611991
2020-01-05,WN,1747,ELP,PHX,7.419618330611991
2020-01-05,WN,6193,ELP,PHX,7.419618330611991
2020-01-05,WN,806,ELP,SAN,6.88306097652983
2020-01-05,WN,704,ELP,SAT,7.142984954285895
2020-01-05,WN,4764,ELP,SAT,7.142984954285895
2020-01-05,WN,6625,ELP,SAT,7.142984954285895
2020-01-05,WN,5248,ELP,SJC,6.274096228644195
2020-01-05,WN,4102,FLL,ATL,6.985173967791141
2020-01-05,WN,4349,FLL,ATL,6.985173967791141
2020-01-05,WN,4765,FLL,ATL,6.985173967791141
2020-01-05,WN,5471,FLL,ATL,6.985173967791141
2020-01-05,WN,6653,FLL,ATL,6.985173967791141
2020-01-05,WN,3427,FLL,AUS,6.012315651047016
2020-01-05,WN,6478,FLL,BDL,5.886066861851214
2020-01-05,WN,2838,FLL,BHM,6.857068578754223
2020-01-05,WN,696,FLL,BNA,6.591574801474817
2020-01-05,WN,3988,PDX,PHX,6.190549235794032
2020-01-05,WN,4303,PDX,PHX,6.190549235794032
2020-01-05,WN,6216,PDX,PHX,6.190549235794032
2020-01-05,WN,1975,PDX,SAN,6.331650823718752
2020-01-05,WN,5689,PDX,SAN,6.331650823718752
2020-01-05,WN,1969,PDX,SJC,7.0074531658845185
2020-01-05,WN,2923,PDX,SJC,7.0074531658845185
2020-01-05,WN,5745,PDX,SJC,7.0074531658845185
2020-01-05,WN,6677,PDX,SJC,7.0074531658845185
2020-01-05,WN,1748,PDX,SMF,7.174547151584845
2020-01-05,WN,3554,PDX,SMF,7.174547151584845
2020-01-05,WN,3942,PDX,SMF,7.174547151584845
2020-01-05,WN,4200,PDX,SMF,7.174547151584845
2020-01-05,WN,5671,PDX,SMF,7.174547151584845
2020-01-05,WN,976,PDX,STL,4.892785946854827
2020-01-05,WN,4801,PHL,ATL,6.827362981296389
2020-01-05,WN,5860,PHL,ATL,6.827362981296389
2020-01-05,WN,3803,PHL,BNA,6.810653582726356
2020-01-05,WN,3954,PHL,BNA,6.810653582726356
2020-01-05,WN,4268,PHL,BNA,6.810653582726356
2020-01-05,WN,3695,PHL,DAL,5.659561681235216
2020-01-05,WN,547,PHL,DEN,5.171275923022039
2020-01-05,WN,4376,PHL,DEN,5.171275923022039
2020-01-05,WN,3694,PHL,FLL,6.222111433092983
2020-01-05,WN,3707,PHL,FLL,6.222111433092983
2020-01-05,WN,3818,PHL,MCO,6.465326012279014
2020-01-05,WN,4584,PHL,MCO,6.465326012279014
2020-01-05,WN,6253,PHL,MCO,6.465326012279014
2020-01-05,WN,6477,PHL,MCO,6.465326012279014
2020-01-05,WN,6480,PHL,MCO,6.465326012279014
2020-01-05,WN,2832,PHL,MDW,6.823649781614158
2020-01-05,WN,3322,PHL,MDW,6.823649781614158
2020-01-05,WN,3673,PHL,MDW,6.823649781614158
2020-01-05,WN,5001,PHL,MDW,6.823649781614158
2020-01-05,WN,5505,PHL,MDW,6.823649781614158
2020-01-05,WN,3813,PHL,PHX,4.2114138051657175
2020-01-05,WN,418,PHL,STL,6.552586204811407
2020-01-05,WN,3552,PHL,STL,6.552586204811407
2020-01-05,WN,6653,PHL,STL,6.552586204811407
2020-01-05,WN,3914,PHL,TPA,6.355786621653245
2020-01-05,WN,3187,PHX,ABQ,7.454893727593172
2020-01-05,WN,3877,PHX,ABQ,7.454893727593172
2020-01-05,WN,805,PHX,MKE,5.353222707451284
2020-01-05,WN,3543,PHX,MKE,5.353222707451284
2020-01-05,WN,4515,PHX,MKE,5.353222707451284
2020-01-05,WN,2025,PHX,MSP,5.694837078216397
2020-01-05,WN,3988,PHX,MSP,5.694837078216397
2020-01-05,WN,2679,PHX,MSY,5.650278682029642
2020-01-05,WN,3732,PHX,MSY,5.650278682029642
2020-01-05,WN,1513,PHX,OAK,6.8644949781186835
2020-01-05,WN,3929,PHX,OAK,6.8644949781186835
2020-01-05,WN,4049,PHX,OAK,6.8644949781186835
2020-01-05,WN,5134,PHX,OAK,6.8644949781186835
2020-01-05,WN,5759,PHX,OAK,6.8644949781186835
2020-01-05,WN,3902,PHX,OKC,6.517310807830226
2020-01-05,WN,5542,PHX,OKC,6.517310807830226
2020-01-05,WN,4901,PHX,OMA,6.13856444024282
2020-01-05,WN,4907,PHX,OMA,6.13856444024282
2020-01-05,WN,5915,PHX,OMA,6.13856444024282
2020-01-05,WN,2684,PHX,ONT,7.460463527116515
2020-01-05,WN,3106,PHX,ONT,7.460463527116515
2020-01-05,WN,3996,PHX,ONT,7.460463527116515
2020-01-05,WN,5560,PHX,ONT,7.460463527116515
2020-01-05,WN,5715,PHX,ONT,7.460463527116515
2020-01-05,WN,976,PHX,PDX,6.190549235794032
2020-01-05,WN,1493,PHX,PDX,6.190549235794032
2020-01-05,WN,3968,PHX,PDX,6.190549235794032
2020-01-05,WN,5325,PHX,PDX,6.190549235794032
2020-01-05,WN,3818,PHX,PHL,4.2114138051657175
2020-01-05,WN,5570,PHX,PIT,4.695986363696665
2020-01-05,WN,4303,PHX,RDU,4.55302817593083
2020-01-05,WN,893,PHX,RNO,6.948041970968847
2020-01-05,WN,4370,PHX,RNO,6.948041970968847
2020-01-05,WN,45,PHX,SAN,7.499452123779925
2020-01-05,WN,130,PHX,SAN,7.499452123779925
2020-01-05,WN,1057,PHX,SAN,7.499452123779925
2020-01-05,WN,1747,PHX,SAN,7.499452123779925
2020-01-05,WN,2670,PHX,SAN,7.499452123779925
2020-01-05,WN,2686,PHX,SAN,7.499452123779925
2020-01-05,WN,3873,PHX,SAN,7.499452123779925
2020-01-05,WN,4632,PHX,SAN,7.499452123779925
2020-01-05,WN,5286,PHX,SAN,7.499452123779925
2020-01-05,WN,5787,PHX,SAN,7.499452123779925
2020-01-05,WN,5836,PHX,SAN,7.499452123779925
2020-01-05,WN,1524,PHX,SAT,6.49874480941908
2020-01-05,WN,5180,PHX,SAT,6.49874480941908
2020-01-05,WN,4555,SAN,OAK,7.235814946341632
2020-01-05,WN,4747,SAN,OAK,7.235814946341632
2020-01-05,WN,5109,SAN,OAK,7.235814946341632
2020-01-05,WN,5574,SAN,OAK,7.235814946341632
2020-01-05,WN,5982,SAN,OAK,7.235814946341632
2020-01-05,WN,6175,SAN,OAK,7.235814946341632
2020-01-05,WN,6042,SAN,OMA,5.626142884095151
2020-01-05,WN,3872,SAN,PDX,6.331650823718752
2020-01-05,WN,11,SAN,PHX,7.499452123779925
2020-01-05,WN,446,SAN,PHX,7.499452123779925
2020-01-05,WN,840,SAN,PHX,7.499452123779925
2020-01-05,WN,1504,SAN,PHX,7.499452123779925
2020-01-05,WN,3235,SAN,PHX,7.499452123779925
2020-01-05,WN,4509,SAN,PHX,7.499452123779925
2020-01-05,WN,4515,SAN,PHX,7.499452123779925
2020-01-05,WN,5283,SAN,PHX,7.499452123779925
2020-01-05,WN,5365,SAN,PHX,7.499452123779925
2020-01-05,WN,5745,SAN,PHX,7.499452123779925
2020-01-05,WN,5286,SAN,RNO,7.157837753014812
2020-01-05,WN,6233,SAN,RNO,7.157837753014812
2020-01-05,WN,3968,SAN,SAT,5.967757254860263
2020-01-05,WN,2686,SAN,SEA,6.114428642308328
2020-01-05,WN,866,SAN,SFO,7.233958346500517
2020-01-05,WN,869,SAN,SFO,7.233958346500517
2020-01-05,WN,878,SAN,SFO,7.233958346500517
2020-01-05,WN,942,SAN,SFO,7.233958346500517
2020-01-05,WN,998,SAN,SFO,7.233958346500517
2020-01-05,WN,1912,SAN,SFO,7.233958346500517
2020-01-05,WN,5042,SAN,SFO,7.233958346500517
2020-01-05,WN,5055,SAN,SFO,7.233958346500517
2020-01-05,WN,45,SAN,SJC,7.289656341733959
2020-01-05,WN,579,SAN,SJC,7.289656341733959
2020-01-05,WN,1202,SAN,SJC,7.289656341733959
2020-01-05,WN,1905,SAN,SJC,7.289656341733959
2020-01-05,WN,1956,SAN,SJC,7.289656341733959
2020-01-05,WN,2860,SAN,SJC,7.289656341733959
2020-01-05,WN,5130,SAN,SJC,7.289656341733959
2020-01-05,WN,5250,SAN,SJC,7.289656341733959
2020-01-05,WN,5258,SAN,SJC,7.289656341733959
2020-01-05,WN,5280,SAN,SJC,7.289656341733959
2020-01-05,WN,5889,SAN,SJC,7.289656341733959
2020-01-05,WN,6670,SAN,SJC,7.289656341733959
2020-01-05,WN,2771,SEA,LAS,6.454186413232325
2020-01-05,WN,4889,SEA,LAS,6.454186413232325
2020-01-05,WN,4915,SEA,MDW,4.846370950826959
2020-01-05,WN,2994,SEA,OAK,6.816223382249699
2020-01-05,WN,3088,SEA,OAK,6.816223382249699
2020-01-05,WN,4892,SEA,OAK,6.816223382249699
2020-01-05,WN,6139,SEA,OAK,6.816223382249699
2020-01-05,WN,1442,SEA,PHX,6.008602451364787
2020-01-05,WN,1470,SEA,PHX,6.008602451364787
2020-01-05,WN,2641,SEA,PHX,6.008602451364787
2020-01-05,WN,6567,SEA,PHX,6.008602451364787
2020-01-05,WN,6020,SEA,SAN,6.114428642308328
2020-01-05,WN,2767,SEA,SJC,6.771664986062946
2020-01-05,WN,6132,SEA,SJC,6.771664986062946
2020-01-05,WN,1733,SEA,SMF,6.940615571604388
2020-01-05,WN,5215,SEA,SMF,6.940615571604388
2020-01-05,WN,6060,SEA,SMF,6.940615571604388
2020-01-05,WN,4434,SEA,STL,4.890929347013714
2020-01-05,WN,2731,SFO,BUR,7.458606927275401
2020-01-05,WN,5724,SFO,BUR,7.458606927275401
2020-01-05,WN,5818,SFO,BUR,7.458606927275401
2020-01-05,WN,6304,SFO,BUR,7.458606927275401
2020-01-05,WN,1945,SFO,DAL,5.323517109993448
2020-01-05,WN,399,SFO,DEN,6.2685264291208505
2020-01-05,WN,1349,SFO,DEN,6.2685264291208505
2020-01-05,WN,3957,SFO,DEN,6.2685264291208505
2020-01-05,WN,5863,SFO,DEN,6.2685264291208505
2020-01-05,WN,6659,SFO,DEN,6.2685264291208505
2020-01-05,WN,2810,SFO,LAS,7.295226141257304
2020-01-05,WN,3106,SFO,LAS,7.295226141257304
2020-01-05,WN,4991,SFO,LAS,7.295226141257304
2020-01-05,WN,5711,SFO,LAS,7.295226141257304
2020-01-05,WN,5726,SFO,LAS,7.295226141257304
2020-01-05,WN,6469,SFO,LAS,7.295226141257304
2020-01-05,WN,6559,SFO,LAS,7.295226141257304
2020-01-05,WN,1275,SFO,LAX,7.438184329023139
2020-01-05,WN,1277,SFO,LAX,7.438184329023139
2020-01-05,WN,1285,SFO,LAX,7.438184329023139
2020-01-05,WN,4951,SFO,LAX,7.438184329023139
2020-01-05,WN,4952,SFO,LAX,7.438184329023139
2020-01-05,WN,4959,SFO,LAX,7.438184329023139
2020-01-05,WN,4975,SFO,LAX,7.438184329023139
2020-01-05,WN,4650,SFO,MDW,4.619865770210961
2020-01-05,WN,5599,SLC,DEN,7.337927937602942
2020-01-05,WN,5610,SLC,DEN,7.337927937602942
2020-01-05,WN,5710,SLC,DEN,7.337927937602942
2020-01-05,WN,1543,SLC,LAS,7.380629733948581
2020-01-05,WN,2873,SLC,LAS,7.380629733948581
2020-01-05,WN,4758,SLC,LAS,7.380629733948581
2020-01-05,WN,5184,SLC,LAS,7.380629733948581
2020-01-05,WN,716,SLC,LAX,6.9684645692211085
2020-01-05,WN,2823,SLC,LAX,6.9684645692211085
2020-01-05,WN,596,SLC,MDW,5.726399275515346
2020-01-05,WN,5606,SLC,MDW,5.726399275515346
2020-01-05,WN,3957,SLC,OAK,6.972177768903338
2020-01-05,WN,5895,SLC,OAK,6.972177768903338
2020-01-05,WN,130,SLC,PHX,7.122562356033633
2020-01-05,WN,1514,SLC,PHX,7.122562356033633
2020-01-05,WN,3527,SLC,PHX,7.122562356033633
2020-01-05,WN,3888,SLC,PHX,7.122562356033633
2020-01-05,WN,4579,SLC,PHX,7.122562356033633
2020-01-05,WN,6184,SLC,SAN,6.901626974940978
2020-01-05,WN,4642,SLC,SJC,6.979604168267796
2020-01-05,WN,6249,SLC,SMF,7.0761473600057645
2020-01-05,WN,3078,SLC,STL,5.9176290591501655
2020-01-05,WN,5938,SMF,AUS,5.314234110787874
2020-01-05,WN,6297,SMF,BOI,7.252524344911665
2020-01-05,WN,1376,SMF,BUR,7.399195732359729
2020-01-05,WN,5623,SMF,BUR,7.399195732359729
2020-01-05,WN,5671,SMF,BUR,7.399195732359729
2020-01-05,WN,5693,SMF,BUR,7.399195732359729
2020-01-05,WN,5792,SMF,BUR,7.399195732359729
2020-01-05,WN,5842,SMF,BUR,7.399195732359729
2020-01-05,WN,5915,SMF,BUR,7.399195732359729
2020-01-05,WN,6339,SMF,BUR,7.399195732359729
2020-01-05,WN,6063,SMF,BWI,3.617301856009001
2020-01-05,WN,4294,SMF,DAL,5.386641504591349
2020-01-05,WN,1937,SMF,DEN,6.3762092199055065
2020-01-05,WN,3271,SMF,DEN,6.3762092199055065
2020-01-05,WN,5667,SMF,DEN,6.3762092199055065
2020-01-05,WN,6237,SMF,DEN,6.3762092199055065
2020-01-05,WN,6355,SMF,DEN,6.3762092199055065
2020-01-05,WN,6224,SMF,GEG,6.858925178595339
2020-01-05,WN,1789,SMF,HNL,3.492909666654313
2020-01-05,WN,637,SMF,LAS,7.326788338556254
2020-01-05,UA,1244,DEN,ABQ,14.10044705030433
2020-01-05,UA,1243,SFO,DEN,12.953068348495421
2020-01-05,UA,1242,IAD,SFO,10.257285379196816
2020-01-05,UA,1241,LAX,IAH,12.188149213956146
2020-01-05,UA,1240,SFO,BUR,14.14314884664997
2020-01-05,UA,1239,DEN,GRR,12.863951556121911
2020-01-05,UA,1238,IAH,MSY,14.18213744331338
2020-01-05,UA,1237,SAN,ORD,11.549478868612676
2020-01-05,UA,1236,IAH,LAX,12.188149213956146
2020-01-05,UA,1235,CLE,FLL,12.77669136358952
2020-01-05,UA,1235,FLL,ORD,12.55389938265575
2020-01-05,UA,1234,IAH,AUS,14.488476417097312
2020-01-05,UA,1234,TPA,IAH,13.287256319896073
2020-01-05,UA,1232,LAX,HNL,10.002931200964097
2020-01-05,UA,1231,HNL,LAX,10.002931200964097
2020-01-05,UA,1230,MIA,IAH,12.958638148018764
2020-01-05,UA,1229,HNL,LAX,10.002931200964097
2020-01-05,UA,1227,LAX,LIH,9.893391810338327
2020-01-05,UA,1226,FCA,DEN,13.352237314335088
2020-01-05,UA,1224,LAX,HNL,10.002931200964097
2020-01-05,UA,1221,HNL,LAX,10.002931200964097
2020-01-05,UA,1220,LAX,HNL,10.002931200964097
2020-01-05,UA,1219,IAD,PHX,11.116891105632941
2020-01-05,UA,1218,ORD,IAH,13.03104554182224
2020-01-05,UA,1217,EWR,MIA,12.733989567243881
2020-01-05,UA,1216,SFO,DFW,12.030338227461394
2020-01-05,UA,1213,ORD,SFO,11.321117088155562
2020-01-05,UA,1213,SFO,BOS,9.728154424479115
2020-01-05,UA,1211,DEN,PIT,12.353386599815359
2020-01-05,UA,1210,DEN,BZN,13.77554207810925
2020-01-05,UA,1209,SAN,DEN,13.1647207303825
2020-01-05,UA,1206,EWR,CLT,13.766259078903676
2020-01-05,UA,1205,KOA,LAX,10.099474392702064
2020-01-05,UA,1205,LAX,IAD,10.500499958382846
2020-01-05,UA,1204,EWR,MIA,12.733989567243881
2020-01-05,UA,1199,EWR,LAS,10.613752548690846
2020-01-05,UA,1197,CVG,ORD,14.258258036799083
2020-01-05,UA,1192,DEN,IAH,13.148011331812468
2020-01-05,UA,1191,IAH,SEA,11.26913229260435
2020-01-05,UA,1190,ORD,CLT,13.636297090025645
2020-01-05,UA,1189,DEN,LAX,13.148011331812468
2020-01-05,UA,1188,MSY,ORD,13.196282927681452
2020-01-05,UA,1186,ORD,LAX,11.510490271949266
2020-01-05,DL,5502,MDT,DTW,6.418522583067034
2020-01-05,DL,5504,ATL,AVL,6.802838750177784
2020-01-05,DL,5504,AVL,ATL,6.802838750177784
2020-01-05,DL,5506,ATL,CHO,6.258854996731166
2020-01-05,DL,5507,ATL,JAN,6.474220578300475
2020-01-05,DL,5507,JAN,ATL,6.474220578300475
2020-01-05,DL,5513,ATL,VPS,6.643171163841917
2020-01-05,DL,5513,VPS,ATL,6.643171163841917
2020-01-05,DL,5514,ATL,SHV,6.08433461166638
2020-01-05,DL,5515,DTW,LEX,6.55776757115064
2020-01-05,DL,5515,LEX,DTW,6.55776757115064
2020-01-05,DL,5517,ATL,BTR,6.275564395301199
2020-01-05,DL,5522,ATL,JAN,6.474220578300475
2020-01-05,DL,5522,JAN,ATL,6.474220578300475
2020-01-05,DL,5523,EVV,ATL,6.457511179730442
2020-01-05,DL,5531,ATL,BTR,6.275564395301199
2020-01-05,DL,5531,BTR,ATL,6.275564395301199
2020-01-05,DL,5532,ATL,JAN,6.474220578300475
2020-01-05,DL,5532,JAN,ATL,6.474220578300475
2020-01-05,DL,5533,CVG,MSP,6.000787618816217
2020-01-05,DL,5537,ATL,GNV,6.5503411717861795
2020-01-05,DL,5537,GNV,ATL,6.5503411717861795
2020-01-05,DL,5001,ATL,CAE,6.750853954626573
2020-01-05,DL,5001,CAE,ATL,6.750853954626573
2020-01-05,DL,5002,ATL,PHF,6.164168404834314
2020-01-05,DL,5002,PHF,ATL,6.164168404834314
2020-01-05,DL,5003,JFK,ORF,6.568907170197328
2020-01-05,DL,5004,ATL,GNV,6.5503411717861795
2020-01-05,DL,5004,GNV,ATL,6.5503411717861795
2020-01-05,DL,5005,MSP,CVG,6.000787618816217
2020-01-05,DL,5006,JAN,ATL,6.474220578300475
2020-01-05,DL,5007,DTW,MSN,6.529918573533918
2020-01-05,DL,5007,MSN,DTW,6.529918573533918
2020-01-05,DL,5008,ATL,XNA,6.01378381770402
2020-01-05,DL,5009,AVL,ATL,6.802838750177784
2020-01-05,DL,5010,ATL,AEX,6.179021203563233
2020-01-05,DL,5013,EWR,MSP,5.235868484276942
2020-01-05,DL,5013,MSP,EWR,5.235868484276942
2020-01-05,DL,5014,RDU,DCA,6.685872960187556
2020-01-05,DL,5015,ATL,TYS,6.825117948271162
2020-01-05,DL,5015,TYS,ATL,6.825117948271162
2020-01-06,WN,43,MEM,DAL,7.2785167426872714
2020-01-06,WN,1386,MEM,DAL,7.2785167426872714
2020-01-06,WN,3699,MEM,DEN,6.444903414026751
2020-01-06,WN,989,MEM,HOU,7.165264152379271
2020-01-06,WN,5716,MEM,HOU,7.165264152379271
2020-01-06,WN,1326,MEM,MCO,6.793944184156322
2020-01-06,WN,380,MEM,MDW,7.172690551743731
2020-01-06,WN,1408,MEM,MDW,7.172690551743731
2020-01-06,WN,1961,MEM,TPA,6.847785579548651
2020-01-06,WN,489,MHT,BWI,7.363920335378548
2020-01-06,WN,606,MHT,BWI,7.363920335378548
2020-01-06,WN,920,MHT,BWI,7.363920335378548
2020-01-06,WN,1114,MHT,BWI,7.363920335378548
2020-01-06,WN,1155,MHT,MCO,5.943621456925772
2020-01-06,WN,1309,MHT,MCO,5.943621456925772
2020-01-06,WN,1871,MHT,MDW,6.508027808624652
2020-01-06,WN,1870,MHT,TPA,5.828512266776658
2020-01-06,WN,1222,MKE,ATL,6.821793181773044
2020-01-06,WN,28,MKE,BNA,7.181973550949303
2020-01-06,WN,5441,MKE,BNA,7.181973550949303
2020-01-06,WN,523,MKE,BWI,6.8737779773242575
2020-01-06,WN,1003,MKE,BWI,6.8737779773242575
2020-01-06,WN,1775,MKE,CLE,7.454893727593172
2020-01-06,WN,789,MKE,DAL,6.485748610531276
2020-01-06,WN,206,MKE,DCA,6.886774176212059
2020-01-06,WN,279,MKE,DCA,6.886774176212059
2020-01-06,WN,237,MKE,DEN,6.400345017839998
2020-01-06,WN,498,MKE,DEN,6.400345017839998
2020-01-06,WN,510,MKE,DEN,6.400345017839998
2020-01-06,WN,835,MKE,FLL,5.756104872973182
2020-01-06,WN,1370,MKE,HOU,6.199832234999606
2020-01-06,WN,493,MKE,LAS,5.23440031761994
2020-01-06,WN,1308,MKE,LAS,5.23440031761994
2020-01-06,WN,2218,MKE,LAS,5.23440031761994
2020-01-06,WN,595,MKE,LGA,6.693687792736126
2020-01-06,WN,3820,MKE,LGA,6.693687792736126
2020-01-06,WN,398,MKE,MCI,7.2543809447527785
2020-01-06,WN,494,MKE,MCO,6.084723044850492
2020-01-06,WN,512,MKE,MCO,6.084723044850492
2020-01-06,WN,1624,MKE,MCO,6.084723044850492
2020-01-06,WN,1010,MKE,PHX,5.353222707451284
2020-01-06,WN,1148,MKE,PHX,5.353222707451284
2020-01-06,WN,2804,MKE,PHX,5.353222707451284
2020-01-06,WN,834,MSY,DAL,7.2543809447527785
2020-01-06,WN,854,MSY,DAL,7.2543809447527785
2020-01-06,WN,901,MSY,DAL,7.2543809447527785
2020-01-06,WN,1095,MSY,DAL,7.2543809447527785
2020-01-06,WN,39,MSY,DCA,6.264813229438621
2020-01-06,WN,571,MSY,DCA,6.264813229438621
2020-01-06,WN,823,MSY,DEN,6.092149444214951
2020-01-06,WN,5750,MSY,DEN,6.092149444214951
2020-01-06,WN,570,MSY,FLL,6.81251018256747
2020-01-06,WN,599,MSY,FLL,6.81251018256747
2020-01-06,WN,202,MSY,HOU,7.503165323462154
2020-01-06,WN,446,MSY,HOU,7.503165323462154
2020-01-06,WN,644,MSY,HOU,7.503165323462154
2020-01-06,WN,770,MSY,HOU,7.503165323462154
2020-01-06,WN,1211,MSY,HOU,7.503165323462154
2020-01-06,WN,1687,MSY,HOU,7.503165323462154
2020-01-06,WN,1845,MSY,HOU,7.503165323462154
2020-01-06,WN,3966,MSY,HOU,7.503165323462154
2020-01-06,WN,5430,MSY,HOU,7.503165323462154
2020-01-06,WN,2211,MSY,LAS,5.278958713806694
2020-01-06,WN,1226,MSY,LAX,4.963336740817188
2020-01-06,WN,556,MSY,LGA,5.867500863440068
2020-01-06,WN,561,MSY,MCI,6.78466118495075
2020-01-06,WN,193,MSY,MCO,7.040871963024584
2020-01-06,WN,383,MSY,MCO,7.040871963024584
2020-01-06,WN,563,MSY,MCO,7.040871963024584
2020-01-06,WN,611,MSY,MCO,7.040871963024584
2020-01-06,WN,1258,MSY,MDW,6.532163606559145
2020-01-06,WN,1378,MSY,MDW,6.532163606559145
2020-01-06,WN,1364,MSY,OAK,4.530748977837453
2020-01-06,WN,1144,MSY,PHX,5.650278682029642
2020-01-06,WN,1499,MSY,SAN,5.095155329536334
2020-01-06,WN,920,MSY,SAT,7.146698153968124
